"Time";"12-0";"Time";"13-0";"Time";"69-0";"Time";"71-0";"Time";"73-0";"Time";"74-0";"Time";"67-0";"Time";"4-0";"Time";"17-0";
"13:00:22.856";"906";"13:00:47.314";"17";"13:00:27.934";"12,9411764705882";"13:00:30.547";"31,7647058823529";"13:00:20.096";"19,2156862745098";"13:00:45.416";"9,41176470588235";"12:59:48.881";"50,5882352941176";"13:00:34.234";"23,921568627451";"13:00:36.325";"22,3554";
"13:00:25.949";"863";"13:00:54.356";"21";"13:00:29.174";"10,1960784313725";"13:00:33.263";"32,156862745098";"13:00:24.359";"19,2156862745098";"13:00:58.016";"16,4705882352941";"12:59:49.650";"43,921568627451";"13:00:49.320";"31,3725490196078";"13:00:38.349";"22,3554";
"13:00:27.186";"2053";"13:00:56.008";"27";"13:00:31.836";"5,09803921568627";"13:00:37.977";"37,2549019607843";"13:00:24.983";"19,2156862745098";"13:00:58.854";"16,078431372549";"12:59:50.418";"41,9607843137255";"13:00:58.197";"72,5490196078431";"13:00:40.444";"20,7866";
"13:00:29.038";"1936";"13:00:57.658";"32";"13:00:38.577";"13,7254901960784";"13:00:38.655";"37,2549019607843";"13:00:25.605";"19,2156862745098";"13:01:02.130";"14,9019607843137";"12:59:51.190";"29,4117647058824";"13:01:00.673";"65,4901960784314";"13:00:42.684";"18,4334";
"13:00:31.681";"870";"13:01:04.154";"42";"13:00:41.438";"13,3333333333333";"13:00:40.788";"36,4705882352941";"13:00:30.625";"19,2156862745098";"13:01:02.954";"14,5098039215686";"12:59:51.956";"31,7647058823529";"13:01:09.192";"20";"13:00:46.408";"15,2958";
"13:00:33.032";"959";"13:01:09.443";"39";"13:00:42.184";"9,01960784313725";"13:00:43.761";"31,7647058823529";"13:00:32.663";"19,2156862745098";"13:01:06.700";"9,41176470588235";"12:59:52.707";"30,1960784313725";"13:01:14.410";"26,6666666666667";"13:01:00.764";"21,9632";
"13:00:40.531";"1888";"13:01:14.638";"20";"13:00:42.939";"3,92156862745098";"13:00:58.666";"38,0392156862745";"13:00:36.701";"31,7647058823529";"13:01:08.180";"9,41176470588235";"12:59:53.402";"21,9607843137255";"13:01:17.112";"60";"13:01:04.728";"18,0412";
"13:00:44.998";"1134";"13:01:15.297";"19";"13:00:48.909";"5,09803921568627";"13:01:07.272";"31,3725490196078";"13:00:37.380";"31,7647058823529";"13:01:09.025";"9,41176470588235";"12:59:54.096";"13,3333333333333";"13:01:17.779";"58,4313725490196";"13:01:06.206";"17,649";
"13:00:45.744";"1083";"13:01:19.337";"27";"13:00:51.996";"10,9803921568627";"13:01:13.298";"31,7647058823529";"13:00:40.872";"30,5882352941176";"13:01:12.724";"9,41176470588235";"12:59:54.797";"10,5882352941176";"13:01:21.139";"18,4313725490196";"13:01:06.943";"14,9036";
"13:00:47.995";"785";"13:01:37.248";"0";"13:00:59.400";"15,2941176470588";"13:01:25.953";"32,5490196078431";"13:01:09.694";"19,2156862745098";"13:01:13.484";"9,41176470588235";"12:59:55.491";"17,2549019607843";"13:01:22.473";"19,6078431372549";"13:01:07.677";"14,1192";
"13:00:55.092";"2308";"13:01:37.789";"0";"13:01:04.238";"9,01960784313725";"13:01:28.363";"35,2941176470588";"13:01:10.423";"19,2156862745098";"13:01:14.936";"9,41176470588235";"12:59:56.180";"17,6470588235294";"13:01:26.216";"32,9411764705882";"13:01:08.497";"14,9036";
"13:00:58.387";"2226";"13:01:41.022";"4";"13:01:05.713";"8,62745098039216";"13:01:33.222";"32,156862745098";"13:01:11.902";"19,2156862745098";"13:01:19.633";"14,1176470588235";"12:59:56.874";"17,6470588235294";"13:01:26.812";"30,5882352941176";"13:01:10.011";"14,9036";
"13:01:03.301";"1923";"13:01:47.244";"26";"13:01:10.260";"3,92156862745098";"13:01:35.199";"31,7647058823529";"13:01:12.650";"19,2156862745098";"13:01:30.980";"9,41176470588235";"12:59:57.567";"18,4313725490196";"13:01:29.221";"49,4117647058824";"13:01:15.148";"15,688";
"13:01:10.832";"920";"13:01:48.432";"27";"13:01:11.003";"3,92156862745098";"13:01:36.280";"31,7647058823529";"13:01:15.522";"19,6078431372549";"13:01:31.581";"9,41176470588235";"12:59:58.256";"21,1764705882353";"13:01:32.323";"28,2352941176471";"13:01:18.515";"21,571";
"13:01:13.051";"859";"13:01:49.024";"27";"13:01:13.216";"3,92156862745098";"13:01:37.909";"31,7647058823529";"13:01:36.340";"19,2156862745098";"13:01:32.195";"9,41176470588235";"12:59:58.951";"21,5686274509804";"13:01:32.922";"33,3333333333333";"13:01:24.489";"15,2958";
"13:01:13.799";"862";"13:01:51.023";"18";"13:01:16.039";"15,2941176470588";"13:01:38.447";"31,7647058823529";"13:01:38.506";"19,2156862745098";"13:01:35.318";"9,41176470588235";"12:59:59.648";"50,5882352941176";"13:01:33.462";"34,5098039215686";"13:01:31.777";"14,9036";
